"Genre","Parent","MyCount","PopCount"
"Malagueña venezolana","Latin American Folk Music",0,21
"Mexican Folk Music","Latin American Folk Music",0,655
"Milonga","Latin American Folk Music",0,445
"Música criolla peruana","Latin American Folk Music",0,156
"Tamborito","Latin American Folk Music",0,9
"Taquirari","Latin American Folk Music",0,31
"Vallenato","Latin American Folk Music",0,201
"Yaraví","Latin American Folk Music",0,10
"Zamba","Latin American Folk Music",0,423
"Indigenous Andean Music","Native American Music",0,1350
"Inuit Music","Native American Music",0,73
"Mapuche Folk Music","Native American Music",0,14
"Powwow Music","Native American Music",0,54
"Maftirim","Sephardic Music",0,11
"Assamese Folk Music","South Asian Folk Music",0,5
"Bengali Folk Music","South Asian Folk Music",0,56
"Bhojpuri Folk Music","South Asian Folk Music",0,18
"Gujarati Folk Music","South Asian Folk Music",0,11
"Kirtan","South Asian Folk Music",0,88
"Malayali Folk Music","South Asian Folk Music",0,13
"Newa Folk Music","South Asian Folk Music",0,38
"Odia Folk Music","South Asian Folk Music",0,3
"Pashto Folk Music","South Asian Folk Music",0,60
"Punjabi Folk Music","South Asian Folk Music",0,25
"Rajasthani Folk Music","South Asian Folk Music",0,38
"Sinhalese Folk Music","South Asian Folk Music",0,66
"Tamil Folk Music","South Asian Folk Music",0,10
"Telugu Folk Music","South Asian Folk Music",0,6
"Balitaw","Southeast Asian Folk Music",0,2
"Bamar Folk Music","Southeast Asian Folk Music",0,12
"Gondang","Southeast Asian Folk Music",0,18
"Hmong Folk Music","Southeast Asian Folk Music",0,15
"Keroncong","Southeast Asian Folk Music",0,69
"Khmer Folk Music","Southeast Asian Folk Music",0,18
"Kuda Lumping","Southeast Asian Folk Music",0,9
"Kundiman","Southeast Asian Folk Music",0,19
"Lao Folk Music","Southeast Asian Folk Music",0,27
"Malay Folk Music","Southeast Asian Folk Music",0,10
"Molam","Southeast Asian Folk Music",0,291
"Rapai dabõih","Southeast Asian Folk Music",0,3
"Thai Folk Music","Southeast Asian Folk Music",0,26
"Mongolian Throat Singing","Throat Singing",0,96
"Tuvan Throat Singing","Throat Singing",0,159
"Alevi Folk Music","West Asian Folk Music",0,34
"Armenian Folk Music","West Asian Folk Music",0,463
"Assyrian Folk Music","West Asian Folk Music",0,43
"Iranian Folk Music","West Asian Folk Music",0,183
"Israeli Folk Music","West Asian Folk Music",0,152
"Kurdish Folk Music","West Asian Folk Music",0,122
"Pashto Folk Music","West Asian Folk Music",0,60
"Turkish Folk Music","West Asian Folk Music",0,723
"Field Hollers","Work Songs",0,16
"Sea Shanties","Work Songs",0,353
"Waulking Song","Work Songs",0,10
"Country Yodeling","Yodeling",1,257
"Naturjodel","Yodeling",0,8
"Chicano Rap","Gangsta Rap",0,129
"Bop","Drill",0,381
"UK Drill","Drill",0,1061
"Batuque","Cape Verdean Music",0,28
"Coladeira","Cape Verdean Music",0,78
"Funaná","Cape Verdean Music",0,74
"Morna","Cape Verdean Music",0,177
"Ambasse bey","Central African Music",0,17
"Assiko","Central African Music",0,19
"Bend-Skin","Central African Music",0,6
"Bikutsi","Central African Music",0,65
"Kalindula","Central African Music",0,18
"Kilapanga","Central African Music",0,6
"Kizomba","Central African Music",0,352
"Kuduro","Central African Music",0,287
"Makossa","Central African Music",0,260
"Mbenga-Mbuti Music","Central African Music",0,53
"Semba","Central African Music",0,125
"Soukous","Central African Music",0,1006
"Tradi-Modern","Central African Music",0,29
"Zamrock","Central African Music",1,97
"Benga","East African Music",0,93
"Bongo Flava","East African Music",0,60
"Comorian Music","East African Music",0,49
"Genge","East African Music",0,7
"Kapuka","East African Music",0,21
"Kidumbak","East African Music",0,3
"Marrabenta","East African Music",0,29
"Muziki wa dansi","East African Music",0,111
"Ngoma","East African Music",0,16
"Singeli","East African Music",0,50
"Taarab","East African Music",0,89
"Timbila","East African Music",0,6
"Malagasy Folk Music","Malagasy Music",0,89
"Salegy","Malagasy Music",0,28
"Tsapiky","Malagasy Music",0,9
"Aita","North African Music",0,41
"Algerian Chaabi","North African Music",0,92
"Amazigh Music","North African Music",1,574
"Ancient Egyptian Music","North African Music",0,44
"Andalusian Classical Music","North African Music",0,137
"Coptic Music","North African Music",0,17
"Gnawa","North African Music",0,188
"Moorish Music","North African Music",0,59
"Moroccan Chaabi","North African Music",0,32
"Raï","North African Music",0,433
"Shaʻabi","North African Music",0,117
"Azmari","Northeastern African Music",0,22
"Ethio-Jazz","Northeastern African Music",1,282
"Ethiopian Church Music","Northeastern African Music",0,55
"Nubian Music","Northeastern African Music",1,109
"Qaraami","Northeastern African Music",0,35
"Tigrinya Music","Northeastern African Music",0,41
"Tizita","Northeastern African Music",0,208
"Amapiano","Southern African Music",0,114
"Bulawayo Jazz","Southern African Music",1,12
"Cape Jazz","Southern African Music",1,102
"Chimurenga","Southern African Music",0,120
"Famo","Southern African Music",0,11
"Gqom","Southern African Music",0,189
"Jit","Southern African Music",0,49
"Kwaito","Southern African Music",0,223
"Marabi","Southern African Music",2,321
"Mbube","Southern African Music",0,92
"Shangaan Electro","Southern African Music",0,42
"Southern African Folk Music","Southern African Music",0,224
"Sungura","Southern African Music",0,59
"Township Bubblegum","Southern African Music",0,80
"Township Jive","Southern African Music",0,60
"Tsonga Disco","Southern African Music",0,18
"Afro-Funk","West African Music",0,791
"Afro-Rock","West African Music",1,99
"Akan Music","West African Music",0,44
"Balani Show","West African Music",0,10
"Dagomba Music","West African Music",0,15
"Ewe Music","West African Music",0,34
"Fon Music","West African Music",0,214
"Fula Music","West African Music",0,56
"Gumbe","West African Music",0,63
"Hausa Music","West African Music",0,17
"Highlife","West African Music",1,1102
"Igbo Music","West African Music",0,18
"Kabye Folk Music","West African Music",0,4
"Mande Music","West African Music",0,1077
"Palm Wine Music","West African Music",0,36
"Songhai Music","West African Music",1,95
"Wassoulou","West African Music",0,95
"Wolof Music","West African Music",0,518
"Yoruba Music","West African Music",2,1867
"Ziglibithy","West African Music",0,16
"Zouglou","West African Music",0,125
"Pop Raï","Raï",0,170
"Traditional Raï","Raï",0,43
"Mahraganat","Shaʻabi",0,31
"Albanian Folk Music","Balkan Folk Music",0,306
"Balkan Brass Band","Balkan Folk Music",0,218
"Bulgarian Folk Music","Balkan Folk Music",0,294
"Csango Folk Music","Balkan Folk Music",0,14
"Gagauz Folk Music","Balkan Folk Music",0,2
"Greek Folk Music","Balkan Folk Music",0,843
"Macedonian Folk Music","Balkan Folk Music",0,419
"Muzică lăutărească","Balkan Folk Music",0,147
"Sevdalinka","Balkan Folk Music",0,94
"Starogradska muzika","Balkan Folk Music",0,70
"Entechna Laika","Entechna",0,99
"Neo Kyma","Entechna",0,63
"Entechna Laika","Laika",0,99
"Modern Laika","Laika",0,102
"Skiladika","Laika",0,20
"Pagodão","Axé",0,111
"Samba-Reggae","Axé",0,117
"Samba-Jazz","Bossa nova",1,736
"Arrocha","Brega",0,28
"Tecnobrega","Brega",0,290
"Samba-choro","Choro",0,133
"Ciranda","Coco",0,19
"Forró eletrônico","Forró",0,142
"Forró universitário","Forró",0,46
"Brega-funk","Funk carioca",0,175
"Funk mandelão","Funk carioca",0,57
"Funk Melody","Funk carioca",0,346
"Funk ostentação","Funk carioca",0,307
"Funk proibidão","Funk carioca",0,81
"Rasteirinha","Funk carioca",0,77
"Tropicália","MPB",0,229
"Vanera","Música gaúcha",0,3
"Batucada","Samba",0,95
"Marchinha","Samba",0,125
"Pagode","Samba",0,403
"Partido alto","Samba",0,56
"Samba-canção","Samba",0,428
"Samba-choro","Samba",0,133
"Samba de breque","Samba",0,19
"Samba de roda","Samba",0,64
"Samba de terreiro","Samba",0,45
"Samba-enredo","Samba",0,67
"Samba-exaltação","Samba",0,50
"Samba-Rock","Samba",0,210
"Samba Soul","Samba",0,231
"Rasqueado","Sertanejo",0,5
"Sertanejo de raiz","Sertanejo",0,427
"Sertanejo romântico","Sertanejo",0,278
"Sertanejo universitário","Sertanejo",0,301
"Spouge","Calypso",0,22
"Biguine","French Caribbean Music",0,88
"Bouyon","French Caribbean Music",0,54
"Cadence Lypso","French Caribbean Music",0,37
"Cadence Rampa","French Caribbean Music",0,39
"Compas","French Caribbean Music",0,255
"Dennery Segment","French Caribbean Music",0,15
"Gwo Ka","French Caribbean Music",0,85
"Méringue","French Caribbean Music",0,20
"Rara","French Caribbean Music",0,12
"Rasin","French Caribbean Music",0,25
"Tumbélé","French Caribbean Music",0,34
"Zouk","French Caribbean Music",0,832
"Dancehall","Jamaican Music",0,7048
"Jamaican Ska","Jamaican Music",0,728
"Mento","Jamaican Music",0,166
"Nyahbinghi","Jamaican Music",0,66
"Reggae","Jamaican Music",5,17674
"Rocksteady","Jamaican Music",0,1126
"Chutney","Soca",0,114
"Dennery Segment","Soca",0,15
"Power Soca","Soca",0,62
"Rapso","Soca",0,22
"Gregorian Chant","Plainsong",0,321
"Znamenny Chant","Russian Orthodox Liturgical Music",0,92
"Enka","Japanese Music",0,488
"Japanese Classical Music","Japanese Music",2,490
"Japanese Folk Music","Japanese Music",1,706
"Kayōkyoku","Japanese Music",0,1061
"Ryūkōka","Japanese Music",0,242
"Shinkyoku","Japanese Music",0,8
"Pon-chak disco","Trot",0,7
"Aegean Islands Folk Music","Greek Folk Music",0,115
"Cretan Folk Music","Greek Folk Music",0,112
"Dimotika","Greek Folk Music",0,62
"Ionian Islands Folk Music","Greek Folk Music",0,1
"Rembetika","Greek Folk Music",0,338
"Bolero-Beat","Canción melódica",0,41
"Andean Rock","Latin American Music",1,156
"Bachata","Latin American Music",0,207
"Bolero","Latin American Music",0,1230
"Bomba","Latin American Music",0,27
"Boogaloo","Latin American Music",0,362
"Candombe","Latin American Music",0,140
"Chacarera","Latin American Music",0,222
"Chamamé","Latin American Music",0,148
"Champeta","Latin American Music",0,51
"Cuarteto","Latin American Music",0,183
"Cuban Music","Latin American Music",1,3495
"Cumbia","Latin American Music",0,1805
"Currulao","Latin American Music",0,34
"Dembow","Latin American Music",0,103
"Guarania","Latin American Music",0,89
"Jibaro","Latin American Music",0,46
"Latin Alternative","Latin American Music",0,1746
"Latin American Classical Music","Latin American Music",1,222
"Latin American Folk Music","Latin American Music",0,3148
"Latin Disco","Latin American Music",0,201
"Latin Electronic","Latin American Music",0,1327
"Latin Freestyle","Latin American Music",0,72
"Latin Funk","Latin American Music",0,359
"Latin Jazz","Latin American Music",1,2257
"Latin Pop","Latin American Music",0,2660
"Latin Rock","Latin American Music",1,906
"Latin Soul","Latin American Music",0,212
"Merengue","Latin American Music",0,388
"Mexican Music","Latin American Music",0,1747
"Muliza","Latin American Music",0,4
"Nueva canción latinoamericana","Latin American Music",1,1201
"Onda nueva","Latin American Music",0,16
"Pasillo","Latin American Music",0,35
"Plena","Latin American Music",0,64
"Reggaeton","Latin American Music",0,2057
"Rhumba","Latin American Music",0,341
"Salsa","Latin American Music",0,1927
"Saya afroboliviana","Latin American Music",0,4
"Tamborera","Latin American Music",0,10
"Tango","Latin American Music",1,3909
"Andalusian Rock","Spanish Music",0,237
"Bolero español","Spanish Music",0,49
"Flamenco Pop","Spanish Music",0,813
"Nueva canción española","Spanish Music",0,329
"Rumba catalana","Spanish Music",0,402
"Spanish Classical Music","Spanish Music",1,952
"Spanish Folk Music","Spanish Music",1,5499
"Tecnorumba","Spanish Music",0,70
"Shashmaqam","Tajik Traditional Music",1,31
"Shashmaqam","Uzbek Traditional Music",1,31
"Klezmer","Ashkenazi Music",0,792
"Nigun","Ashkenazi Music",0,21
"Yiddish Folksong","Ashkenazi Music",0,63
"Ancient Levitical Music","Jewish Liturgical Music",0,5
"Cantillation","Jewish Liturgical Music",0,88
"Chazzanut","Jewish Liturgical Music",0,6
"Slack-Key Guitar","Hawaiian Music",0,193
"Cante alentejano","Portuguese Folk Music",0,10
"Chamarrita açoriana","Portuguese Folk Music",0,1
"Fado","Portuguese Folk Music",0,1239
"Trás-os-Montes Folk Music","Portuguese Folk Music",0,15
"Bocet","Romanian Folk Music",0,5
"Colinde","Romanian Folk Music",0,13
"Doina","Romanian Folk Music",0,39
"Muzică lăutărească","Romanian Folk Music",0,147
"Maloya élektrik","Maloya",0,5
"Traditional Maloya","Maloya",0,14
"Seggae","Séga",0,19
"Traditional Séga","Séga",0,21
"Folkhop","Bhangra",0,8
"Kliningan","Jaipongan",0,74
"Lilat","Luk Krung",0,4
"Balitaw","Philippine Music",0,2
"Kundiman","Philippine Music",0,19
"Manila Sound","Philippine Music",0,65
"Pinoy Folk Rock","Philippine Music",0,16
"Bogino duu","Mongolian Traditional Music",0,16
"Mongolian Long Song","Mongolian Traditional Music",0,31
"Mongolian Throat Singing","Mongolian Traditional Music",0,96
"Armenian Church Music","Armenian Music",0,66
"Armenian Folk Music","Armenian Music",0,463
"Rabiz","Armenian Music",0,58
"Bandari","Iranian Music",0,8
"Iranian Folk Music","Iranian Music",0,183
"Persian Classical Music","Iranian Music",2,594
"Persian Pop","Iranian Music",0,367
"Anatolian Rock","Turkish Music",0,656
"Arabesque","Turkish Music",0,261
"Fantezi","Turkish Music",0,56
"Kanto","Turkish Music",0,8
"Ottoman Military Music","Turkish Music",0,5
"Özgün Müzik","Turkish Music",0,66
"Turkish Classical Music","Turkish Music",1,291
"Turkish Folk Music","Turkish Music",0,723
"Turkish Mevlevi Music","Turkish Music",0,72
"Turkish Pop","Turkish Music",0,1908
"Nueva trova","Nueva canción latinoamericana",1,210
"Emoviolence","Powerviolence",1,846
"Trancecore","Melodic Metalcore",0,639
"Blackgaze","Atmospheric Black Metal",5,1638
"Slam Death Metal","Brutal Death Metal",0,1632
"Gorenoise","Goregrind",0,753
"Cantonese Opera","Chinese Opera",0,24
"Peking Opera","Chinese Opera",0,71
"Shaoxing Opera","Chinese Opera",0,17
"Danmono","Sōkyoku",0,23
"Kumiuta","Sōkyoku",0,3
"Gagok","Jeong-ak",0,4
"Kafi","Qawwali",0,19
"Gamelan sekaten","Gamelan Jawa",0,5
"Totalism","Post-Minimalism",2,122
"Integral Serialism","Serialism",2,43
"Darkside Hardcore","Breakbeat Hardcore",0,183
"Hardcore Breaks","Breakbeat Hardcore",0,687
"Crossbreed","Darkstep",0,93
"Ragga Jungle","Jungle",0,553
"Sambass","Liquid Funk",0,44
"Deathstep","Brostep",0,525
"Drumstep","Brostep",0,799
"Riddim","Brostep",0,1199
"Lolicore","Breakcore",0,550
"Mashcore","Breakcore",0,269
"Raggacore","Breakcore",0,139
"Nu Style Gabber","Gabber",0,563
"Bouncy Techno","Happy Hardcore",0,172
"UK Hardcore","Happy Hardcore",0,760
"Extratone","Speedcore",0,117
"Splittercore","Speedcore",0,118
"Outsider House","Deep House",0,2624
"Complextro","Electro House",0,859
"Fidget House","Electro House",0,484
"Jungle Terror","Electro House",0,165
"Melbourne Bounce","Electro House",0,152
"Future Bounce","Future House",0,284
"Ghettotech","Ghetto House",0,777
"Juke","Ghetto House",0,751
"Progressive Breaks","Progressive House",0,228
"NRG","UK Hard House",0,77
"Scouse House","UK Hard House",0,338
"Dub Techno","Minimal Techno",1,3060
"Hands Up","Euro-Trance",0,153
"Nitzhonot","Goa Trance",0,34
"Dark Psytrance","Psytrance",0,367
"Full-On Psytrance","Psytrance",0,192
"Progressive Psytrance","Psytrance",0,298
"Suomisaundi","Psytrance",0,143
"Unyago","Ngoma",0,5
"Khoisan Folk Music","Southern African Folk Music",0,13
"Nguni Folk Music","Southern African Folk Music",0,54
"Shona Mbira Music","Southern African Folk Music",0,97
"Sotho-Tswana Folk Music","Southern African Folk Music",0,24
"Traditional Cajun","Cajun Music",0,79
"Zydeco","Cajun Music",0,362
"Country Gospel","Gospel",2,1068
"Southern Gospel","Gospel",0,596
"Traditional Black Gospel","Gospel",0,508
"Cakewalk","Ragtime",0,56
"Coon Song","Ragtime",0,148
"Novelty Piano","Ragtime",0,78
"Stride","Ragtime",2,251
"Cape Breton Folk Music","Canadian Maritime Folk",0,127
"Upopo","Ainu Folk Music",0,17
"Yukar","Ainu Folk Music",0,2
"Han Folk Music","Chinese Folk Music",0,7
"Jiangnan Sizhu","Chinese Folk Music",0,12
"Amami Shimauta","Japanese Folk Music",0,47
"Heikyoku","Japanese Folk Music",0,13
"Kagura","Japanese Folk Music",0,6
"Kouta","Japanese Folk Music",0,3
"Min'yō","Japanese Folk Music",0,122
"Ondō","Japanese Folk Music",0,11
"Rōkyoku","Japanese Folk Music",0,49
"Taiko","Japanese Folk Music",0,48
"Tsugaru Shamisen","Japanese Folk Music",0,70
"Pansori","Korean Folk Music",0,22
"Sanjo","Korean Folk Music",0,49
"Sinawi","Korean Folk Music",0,6
"Quan họ","Vietnamese Folk Music",0,10
"Naturjodel","Alpine Folk Music",0,8
"Sardana","Catalan Folk Music",0,86
"Asturian Folk Music","Celtic Folk Music",0,113
"Breton Celtic Folk Music","Celtic Folk Music",0,339
"Cape Breton Folk Music","Celtic Folk Music",0,127
"Cornish Folk Music","Celtic Folk Music",0,30
"Galician Folk Music","Celtic Folk Music",0,337
"Irish Folk Music","Celtic Folk Music",1,2916
"Manx Folk Music","Celtic Folk Music",0,26
"Newfoundland Folk Music","Celtic Folk Music",0,123
"Scottish Folk Music","Celtic Folk Music",1,2307
"Trás-os-Montes Folk Music","Celtic Folk Music",0,15
"Welsh Folk Music","Celtic Folk Music",0,214
"Cornish Folk Music","English Folk Music",0,30
"Northumbrian Folk Music","English Folk Music",0,116
"Scrumpy and Western","English Folk Music",0,72
"Brass Band","Fanfare",2,451
"Alsatian Folk Music","French Folk Music",0,47
"Breton Folk Music","French Folk Music",0,547
"Corsican Folk Music","French Folk Music",0,73
"Musette","French Folk Music",0,898
"Occitan Folk Music","French Folk Music",0,461
"Cantu a tenore","Italian Folk Music",0,31
"Canzone napoletana","Italian Folk Music",0,266
"Liscio","Italian Folk Music",0,9
"Stornello","Italian Folk Music",0,8
"Tarantella","Italian Folk Music",0,39
"Trallalero","Italian Folk Music",0,7
"Sutartinės","Lithuanian Folk Music",0,18
"Danish Folk Music","Nordic Folk Music",1,74
"Faroese Folk Music","Nordic Folk Music",0,42
"Finnish Folk Music","Nordic Folk Music",0,642
"Icelandic Folk Music","Nordic Folk Music",0,45
"Joik","Nordic Folk Music",0,130
"Nordic Old Time Dance Music","Nordic Folk Music",0,293
"Norwegian Folk Music","Nordic Folk Music",0,740
"Runolaulu","Nordic Folk Music",0,55
"Swedish Folk Music","Nordic Folk Music",0,910
"Belarusian Folk Music","Slavic Folk Music",0,50
"Bulgarian Folk Music","Slavic Folk Music",0,294
"Croatian Folk Music","Slavic Folk Music",0,134
"Czech Folk Music","Slavic Folk Music",0,34
"Goral Music","Slavic Folk Music",0,69
"Macedonian Folk Music","Slavic Folk Music",0,419
"Moravian Folk Music","Slavic Folk Music",0,21
"Polish Folk Music","Slavic Folk Music",0,446
"Russian Folk Music","Slavic Folk Music",0,518
"Sevdalinka","Slavic Folk Music",0,94
"Slovak Folk Music","Slavic Folk Music",0,42
"Slovenian Folk Music","Slavic Folk Music",0,72
"Starogradska muzika","Slavic Folk Music",0,70
"Ukrainian Folk Music","Slavic Folk Music",0,189
"Andalusian Folk Music","Spanish Folk Music",0,266
"Aragonese Folk Music","Spanish Folk Music",0,78
"Asturian Folk Music","Spanish Folk Music",0,113
"Canarian Folk Music","Spanish Folk Music",0,68
"Chotis madrileño","Spanish Folk Music",0,61
"Copla","Spanish Folk Music",0,1049
"Cuplé","Spanish Folk Music",0,123
"Flamenco","Spanish Folk Music",1,3089
"Galician Folk Music","Spanish Folk Music",0,337
"Pasodoble","Spanish Folk Music",0,327
"Carnavalito","Huayno",0,10
"Canto cardenche","Mexican Folk Music",0,4
"Ranchera","Mexican Folk Music",0,358
"Son Calentano","Mexican Folk Music",0,14
"Son Huasteco","Mexican Folk Music",0,63
"Son Istmeño","Mexican Folk Music",0,12
"Son Jarocho","Mexican Folk Music",0,92
"Trova yucateca","Mexican Folk Music",0,12
"Marinera","Música criolla peruana",0,19
"Tondero","Música criolla peruana",0,3
"Vals criollo","Música criolla peruana",0,57
"Chacarera","Indigenous Andean Music",0,222
"Harawi","Indigenous Andean Music",0,11
"Huayno","Indigenous Andean Music",0,253
"Muliza","Indigenous Andean Music",0,4
"Saya afroboliviana","Indigenous Andean Music",0,4
"Yaraví","Indigenous Andean Music",0,10
"Inuit Vocal Games","Inuit Music",0,42
"Sarala Gee","Sinhalese Folk Music",0,47
"Urumi melam","Tamil Folk Music",0,7
"Cilokaq","Keroncong",0,1
"Kef Music","Armenian Folk Music",0,95
"Turkish Black Sea Region Folk Music","Turkish Folk Music",0,39
"Uzun Hava","Turkish Folk Music",0,13
"Zeybek","Turkish Folk Music",0,14
"Tarraxinha","Kizomba",0,29
"Kwassa kwassa","Soukous",0,21
"Izlan","Amazigh Music",0,30
"Sahrawi Music","Amazigh Music",0,30
"Tuareg Music","Amazigh Music",1,288
"Zoblazo","Akan Music",0,5
"Tchinkoumé","Fon Music",0,11
"Tchink System","Fon Music",0,12
"Zinli","Fon Music",0,11
"Burger-Highlife","Highlife",0,13
"Mbalax","Wolof Music",0,401
"Tassu","Wolof Music",0,9
"Afrobeat","Yoruba Music",2,1068
"Apala","Yoruba Music",0,116
"Fuji","Yoruba Music",0,141
"Jùjú","Yoruba Music",0,382
"Santería Music","Yoruba Music",0,104
"Waka","Yoruba Music",0,50
"Coupé-Décalé","Zouglou",0,98
"Lab Polyphony","Albanian Folk Music",0,86
"Musika popullore","Albanian Folk Music",0,58
"Tosk Polyphony","Albanian Folk Music",0,13
"Čalgija","Macedonian Folk Music",0,20
"Čalgija","Starogradska muzika",0,20
"Pagodão","Pagode",0,111
"Pagode romântico","Pagode",0,165
"Moda de viola","Sertanejo de raiz",0,83
"Cabo-Zouk","Zouk",0,106
"Zouk Love","Zouk",0,62
"Bubbling","Dancehall",0,15
"Digital Dancehall","Dancehall",0,634
"Flex Dance Music","Dancehall",0,48
"Ragga","Dancehall",0,1361
"Deejay","Reggae",0,853
"Digital Dancehall","Reggae",0,634
"Dub","Reggae",1,4276
"Lovers Rock","Reggae",0,547
"Pop Reggae","Reggae",1,2245
"Roots Reggae","Reggae",4,3645
"Seggae","Reggae",0,19
"Skinhead Reggae","Reggae",0,268
"Mood Kayō","Kayōkyoku",0,43
"Rizitika","Cretan Folk Music",0,7
"Bolero son","Bolero",0,87
"Filin","Bolero",0,35
"Chachachá","Cuban Music",0,581
"Changüí","Cuban Music",0,20
"Conga","Cuban Music",0,67
"Cuban Charanga","Cuban Music",0,202
"Cuban Rumba","Cuban Music",0,382
"Danzón","Cuban Music",0,113
"Descarga","Cuban Music",0,246
"Filin","Cuban Music",0,35
"Guajira","Cuban Music",0,128
"Guaracha","Cuban Music",0,258
"Habanera","Cuban Music",0,51
"Mambo","Cuban Music",0,783
"Mozambique","Cuban Music",0,14
"Pachanga","Cuban Music",0,222
"Pilón","Cuban Music",0,6
"Santería Music","Cuban Music",0,104
"Son Cubano","Cuban Music",0,764
"Songo","Cuban Music",0,74
"Timba","Cuban Music",0,133
"Trova","Cuban Music",1,263
"Tumba francesa","Cuban Music",0,2
"Bullerengue","Cumbia",0,28
"Cumbia Argentina","Cumbia",0,483
"Cumbia Mexicana","Cumbia",0,178
"Cumbia Peruana","Cumbia",0,244
"Digital Cumbia","Cumbia",0,253
"Merecumbé","Cumbia",0,20
"Porro","Cumbia",0,70
"Merecumbé","Merengue",0,20
"Bandas de viento de México","Mexican Music",0,183
"Chilena","Mexican Music",0,11
"Corrido","Mexican Music",0,157
"Mariachi","Mexican Music",0,347
"Mexican Folk Music","Mexican Music",0,655
"Norteño","Mexican Music",0,370
"Tejano","Mexican Music",0,267
"Neoperreo","Reggaeton",0,478
"Salsa Dura","Salsa",0,352
"Salsa Romántica","Salsa",0,88
"Timba","Salsa",0,133
"Finnish Tango","Tango",0,257
"Tango Nuevo","Tango",1,1061
"Fado de Coimbra","Fado",0,108
"Hardbass","Scouse House",0,130
"Hi-Tech Psytrance","Dark Psytrance",0,123
"Cape Breton Fiddling","Cape Breton Folk Music",0,91
"Bagad","Breton Celtic Folk Music",0,52
"Country & Irish","Irish Folk Music",1,152
"Sean-nós","Irish Folk Music",0,83
"Gaelic Psalm","Scottish Folk Music",0,12
"Pibroch","Scottish Folk Music",1,53
"Pipe Band","Scottish Folk Music",0,156
"Shetland & Orkney Folk Music","Scottish Folk Music",0,103
"Waulking Song","Scottish Folk Music",0,10
"Breton Celtic Folk Music","Breton Folk Music",0,339
"Auvergnat Folk Music","Occitan Folk Music",0,163
"Gascon Folk Music","Occitan Folk Music",0,42
"Pizzica","Tarantella",0,23
"Tammurriata","Tarantella",0,6
"Humppa","Nordic Old Time Dance Music",0,129
"Visor","Swedish Folk Music",0,456
"Klapa","Croatian Folk Music",0,54
"Polish Carpathian Folk Music","Goral Music",0,52
"Polish Carpathian Folk Music","Polish Folk Music",0,52
"Narodno zabavna glasba","Slovenian Folk Music",0,32
"Duma","Ukrainian Folk Music",0,4
"Saeta","Andalusian Folk Music",0,27
"Sevillanas","Andalusian Folk Music",0,209
"Flamenco nuevo","Flamenco",1,843
"Rumba Flamenca","Flamenco",0,674
"Takamba","Tuareg Music",0,19
"Tishoumaren","Tuareg Music",1,213
"Novo Dub","Dub",0,268
"Dub Poetry","Roots Reggae",0,91
"Guaguancó","Cuban Rumba",0,190
"Bolero son","Son Cubano",0,87
"Nueva trova","Trova",1,210
"Cumbia cheta","Cumbia Argentina",0,15
"Cumbia santafesina","Cumbia Argentina",0,86
"Cumbia Villera","Cumbia Argentina",0,74
"Cumbia sonidera","Cumbia Mexicana",0,45
"Banda sinaloense","Bandas de viento de México",0,175
"Cumbia norteña mexicana","Norteño",0,9
"Duranguense","Norteño",0,45
"Movimiento Alterado","Norteño",0,45
"Sierreño","Norteño",0,33
"Electrotango","Tango Nuevo",0,87
"Flamenco Jazz","Flamenco nuevo",1,123
"Movimiento Alterado","Banda sinaloense",0,45
"Tecnobanda","Banda sinaloense",0,13
